OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1106037,04092016433,Sticky Rice,927 DURHAM RD ,STE 107,WAKE FOREST,NC,27587,(919) 554-8189,2013/05/30 00:00:00+00,Restaurant,6540,-78.54094643,35.97615047,M
1106038,04092021005,Food Lion #1589 Deli ,3417 N MAIN ST,,FUQUAY VARINA,NC,27526-7257,(919) 557-0555,2000/07/01 00:00:00+00,Food Stand,6546,-78.7258865,35.62516136,M
1106039,04092014977,Starbucks Coffee Co,8204-120 Tryon Woods DR ,,CARY,NC,27518,(919) 851-6439,2007/10/22 00:00:00+00,Restaurant,6504,-78.74169613,35.74700826,M
1106040,04092021010,Food Lion #1482 Deli,5426 SIX FORKS RD,,RALEIGH,NC,27609-4436,(919) 676-3386,2000/07/01 00:00:00+00,Food Stand,6547,-78.64059702,35.85499105,M
1106041,04092300162,FOOD LION #341 MEAT MARKET,114 WAKELON ST ,,ZEBULON,NC,27597-2403,(919) 269-6122,2000/07/01 00:00:00+00,Meat Market,6550,-78.31858381,35.83228812,M
1106042,04092015263,FLEMING'S PRIME STEAKHOUSE & WINE BAR #4402,4325 GLENWOOD AVE ,STE 5004,RALEIGH,NC,27612,(919) 571-6200,2008/10/15 00:00:00+00,Restaurant,6570,-78.68184484,35.84183815,T
1106043,04092018331,The Kelloggs Cafe,1 QUALITY LN,,CARY,NC,27513,,2020/03/02 00:00:00+00,Restaurant,6577,-78.80879618,35.81694271,M
1106044,04092021055,Food Lion #193 Deli,5633 CREEDMOOR RD,,RALEIGH,NC,27612-6316,(919) 781-0597,2001/02/26 00:00:00+00,Food Stand,6584,-78.68200551,35.85879117,M
1106045,04092300166,Food Lion #572 Meat Market ,8320-120 LITCHFORD RD ,,RALEIGH,NC,27615-2464,(919) 790-8146,2000/07/01 00:00:00+00,Meat Market,6578,-78.60100965,35.89311432,M
1106046,04092021059,Harris Teeter #90 Meat Market,13210 STRICKLAND RD ,,RALEIGH,NC,27613-7536,(919) 676-3534,2001/03/15 00:00:00+00,Food Stand,6586,-78.72593809,35.90878313,M
1106047,04092018239,Mezeh Grill,2316 HILLSBOROUGH ST,106,RALEIGH,NC,27607-7384,(919) 386-3435,2019/11/22 00:00:00+00,Restaurant,6587,-78.66664805,35.78770631,M
1106048,04092017330,GALAXY FUN PARK,14460 FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 584-4000,2016/09/19 00:00:00+00,Restaurant,6589,-78.54362008,35.94386602,M
1106049,04092016824,WING STOP #816,7880 ALEXANDER PROMENADE PLACE,,RALEIGH,NC,27617,(919) 237-3919,2014/12/05 00:00:00+00,Restaurant,6591,-78.77695631,35.91424375,M
1106050,04092018496,Chick-fil-A #868,4621 Capital  BLVD ,,RALEIGH,NC,27604,(919) 850-2175,2020/11/13 00:00:00+00,Restaurant,6592,-78.58118683,35.84746002,M
1106051,04092016757,LEESVILLE TAP ROOM,13200 STRICKLAND  RD ,STE 104,RALEIGH,NC,27613,(919) 870-1515,2014/09/15 00:00:00+00,Restaurant,6597,-78.72593809,35.90878313,M
1106052,04092300192,Food Lion #536 Meat Market ,9101 - 107 Leesville Rd,,RALEIGH,NC,27613,,2001/01/01 00:00:00+00,Meat Market,6585,0,0,U
1106053,04092025147,Papa John's #4838,1440 Brogden Woods DR ,Suite 104,WAKE FOREST,NC,27587,(919) 532-2300,2017/10/17 00:00:00+00,Food Stand,6603,-78.69147726,35.99120973,M
1106054,04092016711,El Lobo Mexican Restaurant,1301 East Broad Street,,FUQUAY-VARINA,NC,27526,(919) 557-9540,2014/06/25 00:00:00+00,Restaurant,6605,-78.77604319,35.59548799,M
1106055,04092021908,FOOD LION #1514 PRODUCE,9567 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 462-1542,2015/11/06 00:00:00+00,Food Stand,6606,-78.81120699,35.8045716,M
1106056,04092017712,First Watch 555,4233 Corners PKY ,Suite 230,RALEIGH,NC,27617,(919) 399-9040,2017/10/13 00:00:00+00,Restaurant,6617,-78.78791806,35.91890974,M
1106057,04092300164,Food Lion #1454 Meat Market,3415 Avent Ferry Rd ,,RALEIGH,NC,27606,(919) 858-9772,2000/07/01 00:00:00+00,Meat Market,6619,-78.69720844,35.76626617,M
1106058,04092030407,Oak City Fish and Chips #1 (WCID #697),2822 New Birch DR ,Ste. 102,RALEIGH,NC,27610,(336) 587-1852,2019/03/28 00:00:00+00,Mobile Food Units,6639,-78.59888069,35.74570711,M
1106059,04092018371,Templeton of Cary,215 BRIGHTMORE DR,,CARY,NC,27518,(984) 200-3688,2020/06/05 00:00:00+00,Restaurant,6647,-78.77772922,35.7441046,M
1106060,04092021092,Food Lion #2534 Deli,13200 New Falls of Neuse Rd,,RALEIGH,NC,27614-8239,(919) 562-8912,2001/09/14 00:00:00+00,Food Stand,6656,-78.55981965,35.9407555,M
1106061,04092016496,BANANA LEAF,1026  RYAN RD ,,CARY,NC,27511,(919) 468-9958,2013/09/20 00:00:00+00,Restaurant,6685,-78.76677132,35.77674815,M
1106062,04092015649,CAPITAL CLUB 16 RESTAURANT & BAR,16 W MARTIN  ST ,STE 105,RALEIGH,NC,27601,(919) 747-9345,2010/06/10 00:00:00+00,Restaurant,6691,-78.64002343,35.77714251,M
1106063,04092021132,Whole Foods Market Produce Department,3540 WADE AVE ,,RALEIGH,NC,27607-4048,(919) 828-5805,2002/07/23 00:00:00+00,Food Stand,6692,-78.68558086,35.80212022,M
1106064,04092013502,Lowes Foods #184 (Deli),5400 Apex Peakway ,,APEX,NC,27502,(919) 363-5376,2002/01/08 00:00:00+00,Restaurant,6706,-78.86537597,35.73683859,M
1106065,04092013568,Bob Evan's #427,8001 BRIER CREEK Pky,,RALEIGH,NC,27617-7596,(919) 806-3396,2002/04/17 00:00:00+00,Restaurant,6710,-78.78163087,35.91093015,M
1106066,04092016663,BOJANGLES #5,3301 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 772-4512,2014/04/08 00:00:00+00,Restaurant,6717,-78.64980268,35.73506324,M
1106067,04092021959,Las Carolinas Grocery & Grill,4905 Guy RD ,,CLAYTON,NC,27520,(919) 359-0089,2016/05/17 00:00:00+00,Food Stand,6721,-78.52179304,35.67702979,M
1106068,04092021887,FOOD LION #1459 PRODUCE,1508 BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 577-1000,2015/09/25 00:00:00+00,Food Stand,6712,-78.80356197,35.60352165,T
1106069,04092017254,THE CAPITAL GRILLE,4242 SIX FORKS RD ,,RALEIGH,NC,27609,(919) 787-3901,2016/06/27 00:00:00+00,Restaurant,6723,-78.64071469,35.83797961,M
1106070,04092013613,Backyard Burgers #1130,13250 Strickland RD ,,RALEIGH,NC,27613,(919) 847-7098,2002/07/10 00:00:00+00,Restaurant,6735,-78.72644553,35.90762735,M
1106071,04092016825,SMASHBURGER,6679-105 FALLS OF NEUSE ROAD,,RALEIGH,NC,27615,(919) 870-9230,2014/12/03 00:00:00+00,Restaurant,6716,-78.62317377,35.87493875,M
1106072,04092017841,CARY CRAB HOUSE,220 Crossroads BLVD ,Unit 2460,CARY,NC,27518,(919) 233-9829,2018/04/18 00:00:00+00,Restaurant,6737,-78.73871452,35.76064286,M
1106073,04092013321,Legislative Office Bldg. Snack Bar,300 N Salisbury St ,,RALEIGH,NC,27603-5925,(919) 715-6409,2001/04/30 00:00:00+00,Restaurant,6757,-78.63881833,35.78561791,M
1106074,04092013187,El Dorado Restaurant,1303 5TH AVE,,GARNER,NC,27529-3637,(919) 779-1411,2000/08/09 00:00:00+00,Restaurant,6767,-78.62278736,35.70820906,M
1106075,04092013637,Tacos Mexico Restaurant,209 E Williams ST ,,APEX,NC,27502,(919) 362-8074,2002/08/12 00:00:00+00,Restaurant,6775,-78.85166433,35.72667689,M
1106076,04092022521,Yoho @ MSFH,411-102 W Morgan ST ,,RALEIGH,NC,27603,,2019/04/10 00:00:00+00,Food Stand,6740,-78.64568135,35.77977111,M
1106077,04092160004,Litchford Falls Healthcare Kitchen,8200 Litchford Rd,,RALEIGH,NC,27615,(919) 878-7772,2003/04/07 00:00:00+00,Institutional Food Service,6786,-78.60167942,35.89047655,M
1106078,04092021181,Little Caesars #18,203 Timber DR ,,GARNER,NC,27529,(919) 772-7775,2003/09/12 00:00:00+00,Food Stand,6789,-78.60613102,35.68500723,M
1106079,04092160022,Spring Arbor Of Apex Foodservice,901 Spring Arbor Ct,,APEX,NC,27502,(919) 303-9997,2003/06/30 00:00:00+00,Institutional Food Service,6791,-78.8646915,35.73535765,M
1106080,04092025283,H Mart Thai Koon Nine,1961 HIGH HOUSE RD,,CARY,NC,27519,,2019/09/23 00:00:00+00,Restaurant,6799,-78.84865444,35.78921622,M
1106081,04092017468,AROMA KOREA,160 NE MAYNARD  RD ,STE 114,CARY,NC,27513,(919) 650-2696,2016/12/07 00:00:00+00,Restaurant,6801,-78.78042873,35.80237018,M
1106082,04092030488,Lobster Dogs (WCID #779),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 523-4655,2020/07/23 00:00:00+00,Mobile Food Units,6803,-78.7114342,35.63398295,M
1106083,04092018312,Noodle Boulevard,1718 WALNUT ST,,CARY,NC,27511,(919) 678-1199,2020/01/30 00:00:00+00,Restaurant,6810,-78.747188,35.76300175,M
1106084,04092025259,Southern Pasta Company @ TKA,2201 S Wilmington ST ,,RALEIGH,NC,27603,(919) 749-1312,2019/05/08 00:00:00+00,Food Stand,6826,-78.63902655,35.752054,M
1106085,04092017645,Harris Teeter #304 Wine Bar,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 00:00:00+00,Restaurant,6832,-78.78791806,35.91890974,M
1106086,04092018261,Sheetz #675,101 KUMAR CT,,RALEIGH,NC,27606,(919) 879-8486,2019/12/10 00:00:00+00,Restaurant,6827,-78.73642667,35.74608176,M
1106087,04092160025,Wellington Nursing Center Kitchen,1000 Tandal Pl,,KNIGHTDALE,NC,27545,(919) 266-7744,2003/06/29 00:00:00+00,Institutional Food Service,6833,-78.50919721,35.7933865,M
1106088,04092013834,Smithfield Chicken & Bar-B-Que,12504 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 488-8388,2003/07/10 00:00:00+00,Restaurant,6835,-78.53382266,35.98666565,M
1106089,04092110141,Salem Middle School Cafeteria,6150 Old Jenks Rd ,,APEX,NC,27523,(919) 363-1870 ext. 21566,2003/07/30 00:00:00+00,Public School Lunchrooms,6840,-78.84900532,35.75828372,M
1106090,04092016621,CAFE SOO,2815  BRENTWOOD RD ,,RALEIGH,NC,27604,(919) 876-1969,2014/02/14 00:00:00+00,Restaurant,6852,-78.59615202,35.81727946,M
1106091,04092016267,CHINA KING,313 CROSSROADS BLVD ,,CARY,NC,27518,(919) 233-8385,2012/10/01 00:00:00+00,Restaurant,6854,-78.73871452,35.76064286,M
1106092,04092021873,FOOD LION #1514 MEAT/SEAFOOD,9567 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 462-1542,2015/08/31 00:00:00+00,Food Stand,6864,-78.81120699,35.8045716,M
1106093,04092015886,SUBWAY #33002,7106 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 261-0406,2011/01/24 00:00:00+00,Restaurant,6867,-78.49110835,35.79651408,M
1106094,04092021777,PAPA MURPHY'S NC002,161 SE CARY  PKY ,,CARY,NC,27511,(919) 459-8494,2014/01/07 00:00:00+00,Food Stand,6868,-78.78193974,35.75976658,M
1106095,04092030487,Reuben's NY Deli (WCID #693),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 389-7678,2020/07/10 00:00:00+00,Mobile Food Units,6869,-78.7114342,35.63398295,M
1106096,04092017685,JADE GARDEN CHINESE RESTAURANT,1207 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 594-1813,2017/09/26 00:00:00+00,Restaurant,6872,-78.65564881,35.78267089,M
1106097,04092016944,HIMALAYAN NEPALI CUISINE,746 E CHATHAM ST ,A,CARY,NC,27511,(919) 466-0550,2015/06/04 00:00:00+00,Restaurant,6874,-78.76691591,35.79077863,M
1106098,04092025193,Cow Bar @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(702) 544-9413,2018/07/28 00:00:00+00,Food Stand,6880,-78.6456917,35.77945516,M
1106099,04092016125,PANERA BREAD #1649,7840 ALEXANDER PROMENADE PL ,Ste 100,RALEIGH,NC,27617,(919) 293-0900,2012/03/28 00:00:00+00,Restaurant,6886,-78.77695631,35.91424375,M
1106100,04092021339,Harris Teeter #104 Deli,4093 Davis DR ,,MORRISVILLE,NC,27560,(919) 380-0354,2005/08/05 00:00:00+00,Food Stand,6887,-78.85811603,35.8356265,M
1106101,04092021348,Lowes Foods #224 Produce,8100 Brier Creek PKY ,,RALEIGH,NC,27616,(919) 293-0294,2005/08/15 00:00:00+00,Food Stand,6888,-78.78577668,35.91011447,M
1106102,04092021343,Lowes Foods #224 Beef Shop,8100 Brier Creek PKY ,,RALEIGH,NC,27616,(336) 659-0180,2005/08/15 00:00:00+00,Food Stand,6889,-78.78577668,35.91011447,M
1106103,04092021046,Specialty South Commissary,3200 Gresham Lake Rd,Ste 117,RALEIGH,NC,27615,(919) 855-8548,2001/01/11 00:00:00+00,Food Stand,6899,-78.58228759,35.88437165,M
1106104,04092018485,Refuel 103,1205 NE MAYNARD RD ,,CARY,NC,27513-4175,(919) 466-0308,2020/11/17 00:00:00+00,Restaurant,6917,-78.76291117,35.79469038,M
1106105,04092015658,YURI JAPANESE RESTAURANT,1361  KILDAIRE FARM RD ,,CARY,NC,27511,(919) 481-0068,2010/06/07 00:00:00+00,Restaurant,6922,-78.78193974,35.75976658,M
1106106,04092021698,SUVIDHA,3735  DAVIS DR ,,MORRISVILLE,NC,27560,(919) 650-1436,2011/12/21 00:00:00+00,Food Stand,6930,-78.85587925,35.8337549,M
1106107,04092013811,Moe's Southwest Grill #150,506 Daniels St,,RALEIGH,NC,27605,(919) 664-6637,2003/06/16 00:00:00+00,Restaurant,6940,-78.66105804,35.79149603,M
1106108,04092160013,Hillside Nursing Center Foodservice,968 E Wait Ave,,WAKE FOREST,NC,27587,(919) 556-4082,2003/06/06 00:00:00+00,Institutional Food Service,6938,-78.49433678,35.97211932,M
1106109,04092020400,Capital Creations Pizza,1842 Wake Forest Rd ,,RALEIGH,NC,27606,(919) 836-8000,1992/02/19 00:00:00+00,Food Stand,6954,-78.62435652,35.80561704,M
1106110,04092011070,OUTBACK STEAKHOUSE #3440,7500 CREEDMOOR RD ,,RALEIGH,NC,27613-1641,(919) 846-3848,1992/08/10 00:00:00+00,Restaurant,6958,-78.67924027,35.88823629,M
1106111,04092013106,Sawmill Tap Room,7701 LEAD MINE RD,,RALEIGH,NC,27615-4829,(919) 845-7889,2000/01/14 00:00:00+00,Restaurant,6963,-78.66032463,35.88500866,M
1106112,04092013101,CAPITAL CITY CHOP HOUSE,151 AIRGATE DR,,MORRISVILLE,NC,27560-8495,(919) 484-7721,2000/02/02 00:00:00+00,Restaurant,6966,-78.81478867,35.86344916,M
1106113,04092014404,CHICK-FIL-A,1460 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 577-1030,2005/10/18 00:00:00+00,Restaurant,6943,-78.76924504,35.59378425,M
1106114,04092013060,PNC 329,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999/10/29 00:00:00+00,Restaurant,6968,-78.7229363,35.8032419,M
1106115,04092013346,BROOKDALE OF NORTH RALEIGH FOOD SERVICE,1200 Carlos Dr ,,RALEIGH,NC,27609,(919) 334-2222,2001/07/05 00:00:00+00,Restaurant,6986,-78.61847832,35.86397289,M
1106116,04092013354,Abbotswood Assisted Living Dining Services,7900 CREEDMOOR RD,,RALEIGH,NC,27613-4382,(919) 847-3202,2001/07/06 00:00:00+00,Restaurant,6988,-78.67950967,35.89545367,M
1106117,04092014501,Subway #1479,7494 Creedmoor RD,,RALEIGH,NC,27613,(919) 846-8161,2006/02/14 00:00:00+00,Restaurant,6989,-78.67820041,35.88787167,M
1106118,04092018271,Marco's Pizza 8533,5621 ATLANTIC AVE,,RALEIGH,NC,27615,(919) 916-1500,2019/12/10 00:00:00+00,Restaurant,6991,-78.60018528,35.86223865,M
1106119,04092016141,PANERA BREAD #1656,8511 COLONNADE CENTER DR ,STE 110,RALEIGH,NC,27615,(919) 861-9300,2012/03/26 00:00:00+00,Restaurant,6996,-78.65023656,35.89889154,M
1106120,04092013835,Starbucks Coffee #8545,125 Weston Pky,,CARY,NC,27513,(919) 677-6104,2003/07/10 00:00:00+00,Restaurant,6999,-78.77115656,35.82699882,M
1106121,04092017975,Asia Express,1040-128 Forestville RD ,,WAKE FOREST,NC,27587,(919) 562-8988,2018/11/08 00:00:00+00,Restaurant,6994,-78.50738549,35.94139,M
1106122,04092013878,El Senor,2001 Widewater Pky ,,KNIGHTDALE,NC,27545,(919) 261-0808,2003/08/19 00:00:00+00,Restaurant,7005,-78.50515596,35.79511678,T
1106123,04092300271,PETRA SUPERMARKET,6089 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 876-8230,2015/10/05 00:00:00+00,Meat Market,7018,-78.58309511,35.86882022,M
1106124,04092018500,Wegmans #108 Pizza & Subs ,1200 Wake Towne DR ,,RALEIGH,NC,27609,(984) 960-5600,2020/10/29 00:00:00+00,Restaurant,7030,-78.62082753,35.82131925,M
1106125,04092025224,Luciano,4325 Glenwood AVE ,Suite 2032,RALEIGH,NC,27612,(919) 571-2538,2018/11/16 00:00:00+00,Food Stand,7049,-78.68184484,35.84183815,T
1106126,04092018439,Jersey Mike's Subs,280  Meeting ST ,,Cary,NC,27518,(919) 233-0036,2020/09/09 00:00:00+00,Restaurant,7054,-78.74478781,35.75666346,M
1106127,04092110460,Harris Creek Elem. School Lunchroom,3829 Forestville RD ,,RALEIGH,NC,27616,(919) 217-5100 ext. 24410,2006/08/18 00:00:00+00,Public School Lunchrooms,7056,-78.51201394,35.87304102,M
1106128,04092021414,Fresh Market #8 Deli,3655 Cary PKWY ,,CARY,NC,27513,(919) 481-2865,2006/10/31 00:00:00+00,Food Stand,7021,-78.83706807,35.78166021,T
1106129,04092160044,Lawndale Manor Assisted Living Kitchen,601 Lakeside Dr ,,GARNER,NC,27529,(919) 662-0099,2003/06/30 00:00:00+00,Institutional Food Service,7068,-78.61470822,35.69780106,M
1106130,04092013910,Devils Ridge Golf Club,5107 Linksland Dr ,,HOLLY SPRINGS,NC,27540,(919) 557-6100,2003/10/10 00:00:00+00,Restaurant,7079,-78.80138378,35.65562891,M
1106131,04092010287,Glenwood Grill,2603-151 Glenwood Ave ,,RALEIGH,NC,27608,(919) 782-3102,1991/03/18 00:00:00+00,Restaurant,7066,-78.6604672,35.81647745,M
1106132,04092016645,SHEETZ #536,4660 MILLBROOK GREEN DR ,,RALEIGH,NC,27604,(919) 307-8433,2014/03/06 00:00:00+00,Restaurant,7107,-78.58749866,35.84885672,M
1106133,04092030365,Stavi's Sandwiches (WCID #639),509 Wheddon Cross WAY ,,WAKE FOREST,NC,27587,(757) 256-5677,2018/07/11 00:00:00+00,Mobile Food Units,7111,-78.50497251,36.00211361,M
1106134,04092110114,DILLARD DRIVE MIDDLE SCHOOL CAFETERIA,5200 Dillard DR ,,RALEIGH,NC,27606,(919) 233-4228 ext. 24033,1999/01/13 00:00:00+00,Public School Lunchrooms,7095,-78.72628531,35.75183334,M
1106135,04092021832,HARRIS TEETER #319 DELI,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 00:00:00+00,Food Stand,7112,-78.67971393,35.85737248,M
1106136,04092025306,Pizza Hut 06316,6330 ROGERS RD,,ROLESVILLE,NC,27571,(984) 237-0021,2020/01/24 00:00:00+00,Food Stand,7115,-78.46695569,35.92118294,M
1106137,04092018305,Miso Ramen,970 HIGH HOUSE RD,,CARY,NC,27513,(984) 333-0110,2020/01/27 00:00:00+00,Restaurant,7116,-78.82691458,35.788417,M
1106138,04092018363,Kwench Juice Cafe ,9660-142 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 803-0104,2020/05/07 00:00:00+00,Restaurant,7109,-78.60229361,35.90546933,M
1106139,04092040325,WICKED LINKS #1 (WCID #493),4601 CAPITAL BLVD,,RALEIGH,NC,27615,(919) 855-8548,2014/08/16 00:00:00+00,Pushcarts,7139,-78.58176392,35.84605672,M
1106140,04092014748,Jersey Mike's,701 N Main ST,,FUQUAY-VARINA,NC,27529,(919) 557-3000,2006/10/31 00:00:00+00,Restaurant,7141,-78.79264626,35.59174507,M
1106141,04092022022,Harris Teeter #304 Deli/Bakery,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 00:00:00+00,Food Stand,7142,-78.78791806,35.91890974,M
1106142,04092021484,Food Lion #2638 Meat Market/Seafood,6209 Rock Quarry RD ,,RALEIGH,NC,27610,(919) 772-5894,2007/11/05 00:00:00+00,Food Stand,7144,-78.54796019,35.72312495,M
1106143,04092018437,Noodles & Company #871,2031 CAMERON ST,,RALEIGH,NC,27605,(919) -,2020/09/08 00:00:00+00,Restaurant,7145,-78.66025735,35.7899673,M
1106144,04092010052,BB`s Grill,2950  42 HWY ,,WILLOW SPRING,NC,27592-7810,(919) 524-2835,1991/04/02 00:00:00+00,Restaurant,7146,-78.69231812,35.59159967,M
1106145,04092110042,North Garner Middle Sch. Caf.,720 POWELL DR,,GARNER,NC,27529-3128,(919) 662-2434 ext. 21388,1991/04/03 00:00:00+00,Public School Lunchrooms,7149,-78.61177661,35.71602556,M
1106146,04092014064,Holy Trinity Greek Orthodox Church Kitchen,5000 Lead Mine Rd ,,RALEIGH,NC,27612,(919) 781-4548,2004/06/02 00:00:00+00,Restaurant,7168,-78.67202741,35.84928971,M
1106147,04092010490,Meredith College Dining Hall,3800 HILLSBOROUGH ST ,,RALEIGH,NC,27607-5237,(919) 760-8377,1991/03/19 00:00:00+00,Restaurant,7176,-78.68916341,35.79996357,M
1106148,04092016358,SHEETZ #505,1895  S FRANKLIN ST ,,WAKE FOREST,NC,27587,(919) 556-6221,2013/01/30 00:00:00+00,Restaurant,7184,-78.50852547,35.95034245,M
1106149,04092017150,ARBYS #6768,1500 E WILLIAMS ST ,,APEX,NC,27502,(919) 323-0295,2016/02/22 00:00:00+00,Restaurant,7190,-78.83904369,35.71089517,M
1106150,04092018013,Local Oyster Bar,500 E Davie ST ,,RALEIGH,NC,27601,(303) 808-0701,2018/12/07 00:00:00+00,Restaurant,7192,-78.63206132,35.77487463,M
1106151,04092014045,Chinatown Express,5800 Duraleigh Rd ,,RALEIGH,NC,27612,,2004/04/28 00:00:00+00,Restaurant,7197,-78.7119026,35.85735834,M
1106152,04092015975,LYNNWOOD GRILL,4821 GROVE BARTON  RD ,STE 101,RALEIGH,NC,27613,(919) 785-0043,2011/06/01 00:00:00+00,Restaurant,7224,-78.71709223,35.8704333,M
1106153,04092017805,NY Bagel,301 Glenwood AVE ,Suite 180,RALEIGH,NC,27603,(919) 615-1054,2018/03/08 00:00:00+00,Restaurant,7238,-78.64802957,35.784569,M
1106154,04092030345,MR. PUEBLA TACOS (WCID #603),6925 OLD WAKE FOREST RD ,,RALEIGH,NC,27616,(919) 208-3730,2017/08/18 00:00:00+00,Mobile Food Units,7242,-78.58556165,35.86996942,M
1106155,04092020976,Food Lion #1654 Deli,7440 Louisburg Rd,,RALEIGH,NC,27616-6482,(919) 875-1394,2000/07/01 00:00:00+00,Food Stand,7268,-78.53977,35.87454018,M
1106156,04092013465,No Fo At The Pig,2014 FAIRVIEW RD ,,RALEIGH,NC,27608-2316,(919) 821-1240,2001/12/11 00:00:00+00,Restaurant,7279,-78.64689531,35.80508846,M
1106157,04092015786,A'NETS KATCH,2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 217-0133,2011/08/12 00:00:00+00,Restaurant,7308,-78.49336017,35.79721176,M
1106158,04092014071,Wang's Kitchen,1030-109 N Rogers Ln ,,RALEIGH,NC,27610,(919) 792-0788,2004/06/18 00:00:00+00,Restaurant,7282,-78.54967347,35.79198567,M
1106159,04092015807,CARIBOU COFFEE #306,109 SW MAYNARD RD ,,CARY,NC,27511,(919) 319-6265,2010/08/27 00:00:00+00,Restaurant,7318,-78.78269118,35.77098761,M
1106160,04092017781,RALLYPOINT SPORT GRILL,837 BASS PRO LN ,,CARY,NC,27513,(919) 678-1088,2018/01/29 00:00:00+00,Restaurant,7344,-78.77007317,35.83116175,M
1106161,04092017283,WENDY'S #6330,7200 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 676-8933,2016/08/15 00:00:00+00,Restaurant,7349,-78.64500114,35.87800592,M
1106162,04092017033,LONGHORN 5556,300 CONSERVATION RD ,,GARNER,NC,27529,(919) 772-7707,2015/09/17 00:00:00+00,Restaurant,7351,-78.58232283,35.69664726,M
1106163,04092016089,OVER THE FALLS,419 S BROOKS ST ,,WAKE FOREST,NC,27587,(919) 570-8588,2012/01/20 00:00:00+00,Restaurant,7350,-78.50993609,35.9738265,M
1106164,04092017790,Southland Steakhouse,1007  Shepard School Rd,,ZEBULON,NC,27597,(919) 375-4783,2018/02/21 00:00:00+00,Restaurant,7353,-78.31427362,35.83238402,M
1106165,04092017554,KIWI CAFE AND SMOOTHIES,11211 GALLERIA AVE ,UNIT 103,RALEIGH,NC,27614,(919) 570-5001,2017/03/15 00:00:00+00,Restaurant,7354,-78.54331441,35.94865826,M
1106166,04092050011,Ravenscroft School Dining,7409 FALLS OF NEUSE RD,,RALEIGH,NC,27615-5316,(919) 847-0900 ext. 2237,1993/11/10 00:00:00+00,Private School Lunchrooms,7369,-78.63135227,35.88450956,M
1106167,04092018333,Manhattan Pizza,305 MATTHEWS DR,,HOLLY SPRINGS,NC,27540-4300,(919) 367-6667,2020/03/02 00:00:00+00,Restaurant,7393,-78.79440661,35.66435998,M
1106168,04092025307,Primal Cuts @ MSFH,411 W MORGAN ST,,RALEIGH,NC,27603,(919) 414-2291,2020/01/27 00:00:00+00,Food Stand,7401,-78.6456917,35.77945516,M
1106169,04092014199,Starbucks,7854 Alexander Promenade PL ,,RALEIGH,NC,27617,(919) 957-9587,2004/12/02 00:00:00+00,Restaurant,7404,-78.77695631,35.91424375,M
1106170,04092017152,ARBYS #6657,9221 FAIRBANKS RD ,,RALEIGH,NC,27613,(919) 329-2768,2016/02/22 00:00:00+00,Restaurant,7396,-78.72644123,35.89837825,M
1106171,04092021308,Food Runners Collaborative,1001 Blair DR ,,RALEIGH,NC,27603,(919) 856-1823,2005/02/08 00:00:00+00,Food Stand,7409,-78.6633093,35.76445694,M
1106172,04092013597,Tookie's,8105 FALLS OF NEUSE RD,,RALEIGH,NC,27615-3412,(919) 846-6383,2002/06/25 00:00:00+00,Restaurant,7425,-78.62373327,35.89435893,M
1106173,04092013600,Neomonde Bakery & Deli,10235 CHAPEL HILL RD,#300,MORRISVILLE,NC,27560-6610,(919) 466-8100,2002/06/13 00:00:00+00,Restaurant,7426,-78.82788003,35.83012574,M
1106174,04092013615,State Farmers Market Restaurant,1240 Farmers Market Dr ,,RALEIGH,NC,27603,(919) 755-1550 ext. 9,2002/07/09 00:00:00+00,Restaurant,7428,-78.6633093,35.76445694,M
1106175,04092021135,Lowes Foods #187 Meat/Seafood,12524 Capital Blv,,WAKE FOREST,NC,27587-7487,(919) 562-5020,2002/08/09 00:00:00+00,Food Stand,7429,-78.53270438,35.98593613,M
1106176,04092020232,Sandy Plain Mini Mart Grill,14833 CREEDMOOR RD ,,WAKE FOREST,NC,27587-8533,(919) 528-0292,1991/04/29 00:00:00+00,Food Stand,7444,-78.70017999,36.04951382,M
